NAME,EMAIL,USERTYPE,ROLE,PROJECT_NAME,PROJECTID,PROJECT_START_PERIOD,PROJECT_END_PERIOD,CATEGORY,ALLOCATION_START,ALLOCATION_END,START_PERIOD,END_PERIOD,ACTIVITY,COMMENTS,MON,TUE,WED,THUR,FRI,SAT,SUN,FEEDBACK_START_PERIOD,FEEDBACK_END_PERIOD,Q1,Q2,Q3,Q4,Q5,Q6,FEEDBACK_COMMENTS,TOTAL_WORKED_HOURS
Debra Gomez,xchambers@example.org,user,intern,Carroll-Sanchez,011e95cd-4767-4d94-b5ab-57188769eec7,2024-01-14,2024-06-23,Regular,2024-03-23,2024-06-29,2024-04-03,2024-04-11,Documentation,"Wrong magazine painting rest your deal between close.
Sort natural section couple listen. Argue military upon city listen page.
Think benefit still through news. Discover few sort.",1.0,4.0,1.0,7.0,7.0,1.0,0.0,2024-03-20,2024-04-14,1,5,1,4,4,2,Win everything answer each paper. Congress mean red term particularly speech stock.,21.0
Michael Mcgee,xcharles@example.org,user,intern,White and Sons,c9787064-9e75-4657-b099-0eeab785d1e2,2024-02-26,2024-06-29,Irregular,2024-03-21,2024-06-20,,,,,,,,,,,,2024-04-07,2024-04-28,3,2,2,4,5,5,Play if reflect high range approach. City politics another wall stage new. Tv read under long.,0.0
Kevin Andrews,xfitzpatrick@example.com,user,tribe master,"Green, Graves and Brennan",352a8b7c-97f5-45e4-a804-4e7305f9f917,2024-01-28,2024-07-02,Regular,2024-03-27,2024-06-23,2024-04-03,2024-04-11,Coding,Ready he Republican wall recent anyone knowledge. With fire attention establish story against. But run read believe cultural future partner remain.,6.0,3.0,7.0,4.0,0.0,5.0,1.0,2024-03-16,2024-04-14,1,5,1,1,4,4,Wonder image audience mother. Thousand send buy east knowledge provide less. Surface their recent family most week see.,26.0
Kevin Andrews,xfitzpatrick@example.com,user,tribe master,"Green, Graves and Brennan",352a8b7c-97f5-45e4-a804-4e7305f9f917,2024-01-28,2024-07-02,Regular,2024-03-27,2024-06-23,2024-04-06,2024-04-14,Testing,Institution agent low develop southern. Their recognize low example family. Whom face fire sense page lawyer past.,0.0,7.0,0.0,3.0,4.0,3.0,7.0,2024-03-16,2024-04-14,1,5,1,1,4,4,Wonder image audience mother. Thousand send buy east knowledge provide less. Surface their recent family most week see.,24.0
Peggy Smith,xhumphrey@example.org,user,tribe master,Atkinson-Doyle,b8f809f6-0552-40e6-aab7-65becea7db25,2024-02-21,2024-07-20,Regular,2024-03-20,2024-06-30,2024-04-05,2024-04-16,Documentation,"Yet inside human ok skill network. Prove within somebody beautiful plan budget may. Such activity against final.
Actually red easy sea explain. Table whatever kitchen late.",7.0,1.0,6.0,2.0,8.0,6.0,2.0,2024-04-07,2024-04-30,5,5,1,4,1,2,"Set stay sport approach feeling leg go. Success past hospital up.
Air common bank student join. Sound just test. Cultural send employee. See range plant science east.",32.0
Peggy Smith,xhumphrey@example.org,user,tribe master,Atkinson-Doyle,b8f809f6-0552-40e6-aab7-65becea7db25,2024-02-21,2024-07-20,Irregular,2024-03-20,2024-06-30,2024-04-07,2024-04-14,Meetings,"Exactly everybody see they hit series leave cold. Build road all what.
Concern home light leg bill six. Seat condition own cover respond red soon. Radio training mouth dream.",3.0,0.0,0.0,0.0,3.0,1.0,1.0,2024-04-07,2024-04-30,5,5,1,4,1,2,"Set stay sport approach feeling leg go. Success past hospital up.
Air common bank student join. Sound just test. Cultural send employee. See range plant science east.",8.0
Peggy Smith,xhumphrey@example.org,user,tribe master,Atkinson-Doyle,b8f809f6-0552-40e6-aab7-65becea7db25,2024-02-21,2024-07-20,Regular,2024-03-20,2024-06-30,2024-04-08,2024-04-15,Documentation,"Challenge sure condition perhaps protect form always. Brother light issue.
Including strategy party well herself east officer day. Step sport throw far fill buy blue.",4.0,2.0,3.0,6.0,4.0,7.0,5.0,2024-04-07,2024-04-30,5,5,1,4,1,2,"Set stay sport approach feeling leg go. Success past hospital up.
Air common bank student join. Sound just test. Cultural send employee. See range plant science east.",31.0
Peggy Smith,xhumphrey@example.org,user,tribe master,Atkinson-Doyle,b8f809f6-0552-40e6-aab7-65becea7db25,2024-02-21,2024-07-20,Regular,2024-03-20,2024-06-30,2024-04-10,2024-04-12,Testing,Remain defense despite nearly. Certainly page still long spend any. New focus determine deal kid statement sense.,7.0,3.0,3.0,4.0,0.0,3.0,4.0,2024-04-07,2024-04-30,5,5,1,4,1,2,"Set stay sport approach feeling leg go. Success past hospital up.
Air common bank student join. Sound just test. Cultural send employee. See range plant science east.",24.0
Roy Jones,xjones@example.net,user,consultant,Quinn-Black,882bbfdd-5496-43a2-96c7-192337b01b34,2024-02-21,2024-06-24,Regular,2024-04-07,2024-06-21,2024-04-04,2024-04-12,Testing,"Line concern federal. Church something wide particular. Campaign whole simply example.
Tax miss weight future church development.",6.0,4.0,6.0,6.0,4.0,4.0,4.0,2024-03-29,2024-04-23,2,3,1,4,3,3,Teacher crime whatever when speech rule. Everybody else action while expert direction high data. Discussion yes off work street during. Region PM season difference third treatment.,34.0
Jesse Rodriguez,xjones@example.net,user,Consultant,Quinn-Black,882bbfdd-5496-43a2-96c7-192337b01b34,2024-02-21,2024-06-24,Regular,2024-04-07,2024-06-21,2024-04-04,2024-04-12,Testing,"Line concern federal. Church something wide particular. Campaign whole simply example.
Tax miss weight future church development.",6.0,4.0,6.0,6.0,4.0,4.0,4.0,2024-03-29,2024-04-23,2,3,1,4,3,3,Teacher crime whatever when speech rule. Everybody else action while expert direction high data. Discussion yes off work street during. Region PM season difference third treatment.,34.0
Roy Jones,xjones@example.net,user,consultant,Quinn-Black,882bbfdd-5496-43a2-96c7-192337b01b34,2024-02-21,2024-06-24,Regular,2024-04-07,2024-06-21,2024-04-09,2024-04-12,Testing,"Trip sport truth sing hold effect how. Agent free year he professional brother attention.
Team system purpose without arm. Media decade catch somebody care. Year director chair language attack you.",2.0,4.0,3.0,8.0,7.0,4.0,6.0,2024-03-29,2024-04-23,2,3,1,4,3,3,Teacher crime whatever when speech rule. Everybody else action while expert direction high data. Discussion yes off work street during. Region PM season difference third treatment.,34.0
Jesse Rodriguez,xjones@example.net,user,Consultant,Quinn-Black,882bbfdd-5496-43a2-96c7-192337b01b34,2024-02-21,2024-06-24,Regular,2024-04-07,2024-06-21,2024-04-09,2024-04-12,Testing,"Trip sport truth sing hold effect how. Agent free year he professional brother attention.
Team system purpose without arm. Media decade catch somebody care. Year director chair language attack you.",2.0,4.0,3.0,8.0,7.0,4.0,6.0,2024-03-29,2024-04-23,2,3,1,4,3,3,Teacher crime whatever when speech rule. Everybody else action while expert direction high data. Discussion yes off work street during. Region PM season difference third treatment.,34.0
Jenna Morgan,xmann@example.com,user,intern,Griffin PLC,f455286c-ed30-47da-9e72-32194b2664de,2024-01-14,2024-07-15,Regular,2024-03-13,2024-06-10,2024-04-07,2024-04-16,Testing,"Term especially community west. Happy spring accept support significant.
Most born fill democratic boy theory. Source game store home easy dark.",4.0,1.0,6.0,5.0,0.0,0.0,8.0,2024-04-01,2024-04-19,4,1,3,1,3,2,"Card about effect husband history politics. Court will process environment part debate.
Increase prove station left we. Save industry tonight show history change deal.",24.0
Jenna Morgan,xmann@example.com,user,intern,Griffin PLC,f455286c-ed30-47da-9e72-32194b2664de,2024-01-14,2024-07-15,Regular,2024-03-13,2024-06-10,2024-04-07,2024-04-15,Documentation,"Citizen will machine south. Personal catch friend low east. Born director week site program list.
Past fund little me see. Scientist at budget. Vote return until month religious ever.",5.0,6.0,3.0,8.0,1.0,0.0,6.0,2024-04-01,2024-04-19,4,1,3,1,3,2,"Card about effect husband history politics. Court will process environment part debate.
Increase prove station left we. Save industry tonight show history change deal.",29.0
Jenna Morgan,xmann@example.com,user,intern,Griffin PLC,f455286c-ed30-47da-9e72-32194b2664de,2024-01-14,2024-07-15,Regular,2024-03-13,2024-06-10,2024-04-09,2024-04-12,Testing,Whatever exist hit one experience. Effort education until rather he movement require usually.,1.0,8.0,0.0,4.0,6.0,6.0,7.0,2024-04-01,2024-04-19,4,1,3,1,3,2,"Card about effect husband history politics. Court will process environment part debate.
Increase prove station left we. Save industry tonight show history change deal.",32.0
Jenna Morgan,xmann@example.com,user,intern,Griffin PLC,f455286c-ed30-47da-9e72-32194b2664de,2024-01-14,2024-07-15,Regular,2024-03-13,2024-06-10,2024-04-10,2024-04-16,Documentation,"Politics news the series. Factor half above us PM miss.
Left vote stay nation. Current role general mention. Become generation how so.",4.0,7.0,6.0,8.0,6.0,2.0,0.0,2024-04-01,2024-04-19,4,1,3,1,3,2,"Card about effect husband history politics. Court will process environment part debate.
Increase prove station left we. Save industry tonight show history change deal.",33.0
Justin Nguyen,xmiller@example.org,user,consultant,"Thomas, Clark and Schmidt",2cb57cf8-602e-4895-8210-907ed3867755,2024-01-24,2024-07-20,Irregular,2024-03-19,2024-06-13,2024-04-09,2024-04-14,Coding,"Project with good let hotel arm. Name responsibility election happy.
Kitchen discover stuff size. Current study new and read project everyone.",7.0,4.0,1.0,0.0,5.0,0.0,1.0,2024-04-01,2024-04-17,3,3,3,1,4,1,"Nation successful work table operation. Doctor best indeed center issue off herself.
Field gun create east. Condition federal order poor effort.",18.0
Justin Nguyen,xmiller@example.org,user,consultant,"Thomas, Clark and Schmidt",2cb57cf8-602e-4895-8210-907ed3867755,2024-01-24,2024-07-20,Regular,2024-03-19,2024-06-13,2024-04-10,2024-04-14,Testing,Unit spend determine charge hope. Hotel mission they assume particular. Foot parent name alone.,1.0,1.0,4.0,2.0,2.0,7.0,6.0,2024-04-01,2024-04-17,3,3,3,1,4,1,"Nation successful work table operation. Doctor best indeed center issue off herself.
Field gun create east. Condition federal order poor effort.",23.0
Nicole Lewis,xobrien@example.com,user,intern,Hunter Inc,cc54add4-09e9-4a75-849c-9991bc702b39,2024-02-09,2024-07-16,Regular,2024-04-06,2024-06-17,2024-04-06,2024-04-15,Coding,Have loss present reduce cover baby father sister. Factor gas both grow why. Theory deal population boy Democrat. Entire often safe artist.,2.0,5.0,8.0,4.0,4.0,8.0,8.0,2024-04-10,2024-04-17,2,2,4,5,4,4,"Ever financial it level knowledge benefit. Throughout technology born beautiful. Head special thought culture time.
Care somebody now benefit.",39.0
Nicole Lewis,xobrien@example.com,user,intern,Hunter Inc,cc54add4-09e9-4a75-849c-9991bc702b39,2024-02-09,2024-07-16,Regular,2024-04-06,2024-06-17,2024-04-07,2024-04-14,Coding,Fear raise at message point industry teach two. Among traditional measure wide mind heavy according.,4.0,7.0,7.0,1.0,0.0,2.0,0.0,2024-04-10,2024-04-17,2,2,4,5,4,4,"Ever financial it level knowledge benefit. Throughout technology born beautiful. Head special thought culture time.
Care somebody now benefit.",21.0
Nicole Lewis,xobrien@example.com,user,intern,Hunter Inc,cc54add4-09e9-4a75-849c-9991bc702b39,2024-02-09,2024-07-16,Regular,2024-04-06,2024-06-17,2024-04-08,2024-04-11,Documentation,Bed we road political. Trial college figure yes produce skill. No successful government activity visit order finish.,8.0,6.0,4.0,2.0,5.0,5.0,4.0,2024-04-10,2024-04-17,2,2,4,5,4,4,"Ever financial it level knowledge benefit. Throughout technology born beautiful. Head special thought culture time.
Care somebody now benefit.",34.0
Nicole Lewis,xobrien@example.com,user,intern,Hunter Inc,cc54add4-09e9-4a75-849c-9991bc702b39,2024-02-09,2024-07-16,Regular,2024-04-06,2024-06-17,2024-04-10,2024-04-13,Testing,"Realize far blood large federal send. Another song treat sing plant raise.
Develop thank different debate. Event buy do. Contain picture yeah time total writer near.",6.0,0.0,7.0,1.0,2.0,3.0,3.0,2024-04-10,2024-04-17,2,2,4,5,4,4,"Ever financial it level knowledge benefit. Throughout technology born beautiful. Head special thought culture time.
Care somebody now benefit.",22.0
Raymond Russell,xreeves@example.org,user,consultant,Patton and Sons,33e4077b-a849-40c4-bde9-03fafa42bb7b,2024-03-10,2024-07-25,Hard Worker,2024-03-14,2024-07-08,2024-04-04,2024-04-13,Documentation,"Quality six behind itself color area. Choice floor news assume. Once design employee week these common claim.
Good front painting fly top. Couple other become event. Turn pick into.",8.0,7.0,6.0,7.0,2.0,8.0,6.0,2024-03-27,2024-04-14,5,4,3,3,3,3,Anything someone happy toward wonder on. Customer cut up parent. Professional case industry focus third lose evidence program.,44.0
Raymond Russell,xreeves@example.org,user,consultant,Patton and Sons,33e4077b-a849-40c4-bde9-03fafa42bb7b,2024-03-10,2024-07-25,Hard Worker,2024-03-14,2024-07-08,2024-04-04,2024-04-15,Coding,"Allow war research. Population husband development law. Song name within attorney us energy.
Chair under father wife quickly catch common sure.
Share step week defense.",7.0,8.0,8.0,3.0,7.0,8.0,6.0,2024-03-27,2024-04-14,5,4,3,3,3,3,Anything someone happy toward wonder on. Customer cut up parent. Professional case industry focus third lose evidence program.,47.0
Raymond Russell,xreeves@example.org,user,consultant,Patton and Sons,33e4077b-a849-40c4-bde9-03fafa42bb7b,2024-03-10,2024-07-25,Regular,2024-03-14,2024-07-08,2024-04-09,2024-04-15,Documentation,Poor inside threat. Network action experience beyond far. Central anything car article.,0.0,2.0,6.0,0.0,3.0,4.0,8.0,2024-03-27,2024-04-14,5,4,3,3,3,3,Anything someone happy toward wonder on. Customer cut up parent. Professional case industry focus third lose evidence program.,23.0
James Perez,xwilliams@example.com,user,intern,"Myers, Hawkins and Day",274581d4-4123-4d3c-810f-88fae8368c76,2024-02-23,2024-06-12,Irregular,2024-03-26,2024-06-25,2024-04-07,2024-04-14,Coding,Management rate thank rise form. Figure politics piece worry small. Interview whom amount. Store almost citizen.,4.0,0.0,4.0,0.0,5.0,0.0,6.0,2024-03-15,2024-04-15,5,1,5,1,3,1,Bad daughter mention boy culture year. Under product exactly top culture listen. Remain no outside.,19.0
James Perez,xwilliams@example.com,user,intern,"Myers, Hawkins and Day",274581d4-4123-4d3c-810f-88fae8368c76,2024-02-23,2024-06-12,Hard Worker,2024-03-26,2024-06-25,2024-04-07,2024-04-11,Coding,"Another firm consider art tell detail difficult. Thing fine response alone. Notice she five understand would hotel.
Important now reveal sing worker since quickly. Mean speech candidate that.",7.0,6.0,8.0,8.0,5.0,5.0,5.0,2024-03-15,2024-04-15,5,1,5,1,3,1,Bad daughter mention boy culture year. Under product exactly top culture listen. Remain no outside.,44.0
Casey Dixon,xwilliams@example.com,user,intern,"Myers, Hawkins and Day",274581d4-4123-4d3c-810f-88fae8368c76,2024-02-23,2024-06-12,Irregular,2024-03-26,2024-06-25,2024-04-07,2024-04-14,Coding,Management rate thank rise form. Figure politics piece worry small. Interview whom amount. Store almost citizen.,4.0,0.0,4.0,0.0,5.0,0.0,6.0,2024-03-15,2024-04-15,5,1,5,1,3,1,Bad daughter mention boy culture year. Under product exactly top culture listen. Remain no outside.,19.0
Casey Dixon,xwilliams@example.com,user,intern,"Myers, Hawkins and Day",274581d4-4123-4d3c-810f-88fae8368c76,2024-02-23,2024-06-12,Hard Worker,2024-03-26,2024-06-25,2024-04-07,2024-04-11,Coding,"Another firm consider art tell detail difficult. Thing fine response alone. Notice she five understand would hotel.
Important now reveal sing worker since quickly. Mean speech candidate that.",7.0,6.0,8.0,8.0,5.0,5.0,5.0,2024-03-15,2024-04-15,5,1,5,1,3,1,Bad daughter mention boy culture year. Under product exactly top culture listen. Remain no outside.,44.0
James Perez,xwilliams@example.com,user,intern,"Myers, Hawkins and Day",274581d4-4123-4d3c-810f-88fae8368c76,2024-02-23,2024-06-12,Irregular,2024-03-26,2024-06-25,2024-04-07,2024-04-14,Coding,Management rate thank rise form. Figure politics piece worry small. Interview whom amount. Store almost citizen.,4.0,0.0,4.0,0.0,5.0,0.0,6.0,2024-03-24,2024-04-18,1,3,2,1,1,5,Surface win trip what part event. Threat positive fly three near. Book popular two news sell final. Tonight her rest magazine.,19.0
James Perez,xwilliams@example.com,user,intern,"Myers, Hawkins and Day",274581d4-4123-4d3c-810f-88fae8368c76,2024-02-23,2024-06-12,Hard Worker,2024-03-26,2024-06-25,2024-04-07,2024-04-11,Coding,"Another firm consider art tell detail difficult. Thing fine response alone. Notice she five understand would hotel.
Important now reveal sing worker since quickly. Mean speech candidate that.",7.0,6.0,8.0,8.0,5.0,5.0,5.0,2024-03-24,2024-04-18,1,3,2,1,1,5,Surface win trip what part event. Threat positive fly three near. Book popular two news sell final. Tonight her rest magazine.,44.0
Casey Dixon,xwilliams@example.com,user,intern,"Myers, Hawkins and Day",274581d4-4123-4d3c-810f-88fae8368c76,2024-02-23,2024-06-12,Irregular,2024-03-26,2024-06-25,2024-04-07,2024-04-14,Coding,Management rate thank rise form. Figure politics piece worry small. Interview whom amount. Store almost citizen.,4.0,0.0,4.0,0.0,5.0,0.0,6.0,2024-03-24,2024-04-18,1,3,2,1,1,5,Surface win trip what part event. Threat positive fly three near. Book popular two news sell final. Tonight her rest magazine.,19.0
